territory,territory_order,territory_type,average_rent_price,year_quarter
el Baix Guinardó,33,Neighbourhood,1015.30993103448,2023Q1
la Verneda i la Pau,73,Neighbourhood,1064.22627659574,2023Q1
Metropolità de Barcelona,-1,Functional Territorial Area,960.561362954801,2023Q1
les Roquetes,50,Neighbourhood,693.48220338983,2023Q1
Ciutat Meridiana,55,Neighbourhood,611.712566371681,2023Q1
el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,1138.44181044268,2023Q1
la Barceloneta,3,Neighbourhood,978.710434782609,2023Q1
Catalunya,-1,Autonomous Community,835.215480735102,2023Q1
Sant Andreu,9,District,878.538403874814,2023Q1
el Putxet i el Farró,27,Neighbourhood,1255.39255079007,2023Q1
la Sagrera,61,Neighbourhood,961.394583333333,2023Q1
les Corts,19,Neighbourhood,1242.58157706093,2023Q2
la Dreta de l'Eixample,7,Neighbourhood,1597.54175182482,2023Q2
la Vila de Gràcia,31,Neighbourhood,1108.06903732809,2023Q2
Barcelona,-1,Municipality,1123.56497869868,2023Q2
Eixample,2,District,1276.4067998003,2023Q2
la Nova Esquerra de l'Eixample,9,Neighbourhood,1178.28870098039,2023Q2
la Trinitat Nova,53,Neighbourhood,662.295357142857,2023Q2
el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,1101.86282608696,2023Q2
Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,1400.59285714286,2023Q2
la Teixonera,38,Neighbourhood,818.683968253968,2023Q2
Sarrià,23,Neighbourhood,1559.90064102564,2023Q2
la Maternitat i Sant Ramon,20,Neighbourhood,1140.02227272727,2023Q2
la Guineueta,48,Neighbourhood,833.915098039216,2023Q2
el Congrés i els Indians,62,Neighbourhood,920.152205882353,2023Q2
Metropolità de Barcelona,-1,Functional Territorial Area,950.794421756054,2023Q2
Hostafrancs,15,Neighbourhood,957.314112149533,2023Q2
Sant Genís dels Agudells,39,Neighbourhood,782.444444444444,2023Q2
Canyelles,49,Neighbourhood,845.615384615385,2023Q2
"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,1240.86363636364,2023Q2
Can Baró,34,Neighbourhood,885.769230769231,2023Q2
Navas,63,Neighbourhood,971.103738317757,2023Q2
el Poblenou,68,Neighbourhood,1152.02879807692,2023Q2
Pedralbes,21,Neighbourhood,1728.39456140351,2023Q2
la Marina del Prat Vermell - AEI Zona Franca,12,Neighbourhood,1463.33333333333,2023Q2
el Clot,65,Neighbourhood,1030.49341880342,2023Q2
"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,1107.54185950413,2023Q2
la Prosperitat,52,Neighbourhood,797.054504504505,2023Q2
la Sagrada Família,6,Neighbourhood,1089.22434017595,2023Q2
Porta,45,Neighbourhood,841.226666666667,2023Q2
la Marina de Port,13,Neighbourhood,872.699333333333,2023Q2
Sants-Montjuïc,3,District,1025.86225116279,2023Q2
el Fort Pienc,5,Neighbourhood,1185.35375,2023Q2
el Barri Gòtic,2,Neighbourhood,1293.8771957672,2023Q2
Ciutat Meridiana,55,Neighbourhood,593.368064516129,2023Q2
la Vila Olímpica del Poblenou,67,Neighbourhood,1552.74545454545,2023Q2
Sant Gervasi - Galvany,26,Neighbourhood,1730.45501253133,2023Q2
Sant Gervasi - la Bonanova,25,Neighbourhood,1496.78119318182,2023Q2
Ciutat Vella,1,District,1063.57420858896,2023Q2
Sants,18,Neighbourhood,985.742669039146,2023Q2
la Barceloneta,3,Neighbourhood,1002.18705882353,2023Q2
el Parc i la Llacuna del Poblenou,66,Neighbourhood,1226.18666666667,2023Q2
Gràcia,6,District,1099.89155118924,2023Q2
Verdun,51,Neighbourhood,770.856615384615,2023Q2
Sants - Badal,17,Neighbourhood,949.99762295082,2023Q2
la Salut,30,Neighbourhood,1075.392,2023Q2
la Font d'en Fargues,36,Neighbourhood,1093.57142857143,2023Q2
la Vall d'Hebron,41,Neighbourhood,914.333333333333,2023Q2
Sarrià-Sant Gervasi,5,District,1553.56860377358,2023Q2
Catalunya,-1,Autonomous Community,830.341880477976,2023Q2
la Trinitat Vella,57,Neighbourhood,674.735789473684,2023Q2
la Font de la Guatlla,14,Neighbourhood,1053.20736111111,2023Q2
Sant Andreu,60,Neighbourhood,883.937695473251,2023Q2
el Guinardó,35,Neighbourhood,953.18323943662,2023Q2
Provençals del Poblenou,71,Neighbourhood,1204.21841463415,2023Q2
les Tres Torres,24,Neighbourhood,1859.84454545455,2023Q2
Nou Barris,8,District,796.241342383107,2023Q2
el Putxet i el Farró,27,Neighbourhood,1242.75701244813,2023Q2
l'Antiga Esquerra de l'Eixample,8,Neighbourhood,1340.1198989899,2023Q2
el Raval,1,Neighbourhood,905.368164556962,2023Q2
el Turó de la Peira,46,Neighbourhood,781.796477272727,2023Q2
el Carmel,37,Neighbourhood,769.761548387097,2023Q2
Sant Antoni,10,Neighbourhood,1132.40506276151,2023Q2
Sant Martí de Provençals,72,Neighbourhood,960.873684210526,2023Q2
el Coll,29,Neighbourhood,969.054054054054,2023Q2
la Sagrera,61,Neighbourhood,925.662642857142,2023Q2
la Verneda i la Pau,73,Neighbourhood,991.092634730539,2023Q2
Les Corts,4,District,1272.82412393162,2023Q2
la Bordeta,16,Neighbourhood,1335.89761006289,2023Q2
el Poble Sec - AEI Parc Montjuïc,11,Neighbourhood,955.215371179039,2023Q2
les Roquetes,50,Neighbourhood,728.714285714286,2023Q2
Sant Martí,10,District,1064.66972884141,2023Q2
Horta-Guinardó,7,District,909.179976442874,2023Q2
el Bon Pastor,59,Neighbourhood,601.379538461539,2023Q2
el Baix Guinardó,33,Neighbourhood,1052.63741496599,2023Q2
Vilapicina i la Torre Llobeta,44,Neighbourhood,899.150956521739,2023Q2
Sant Andreu,9,District,876.600825545171,2023Q2
el Besòs i el Maresme,70,Neighbourhood,746.892647058824,2023Q2
Vallcarca i els Penitents,28,Neighbourhood,1115.92644628099,2023Q2
el Camp de l'Arpa del Clot,64,Neighbourhood,960.89007751938,2023Q2
Montbau,40,Neighbourhood,890.407407407407,2023Q2
Horta,43,Neighbourhood,881.093333333333,2023Q2
la Font d'en Fargues,36,Neighbourhood,1030.75757575758,2023Q3
Canyelles,49,Neighbourhood,737.0,2023Q3
Les Corts,4,District,1363.33425641026,2023Q3
la Sagrera,61,Neighbourhood,984.998529411765,2023Q3
la Prosperitat,52,Neighbourhood,783.674712643678,2023Q3
el Clot,65,Neighbourhood,999.996808510638,2023Q3
Vallcarca i els Penitents,28,Neighbourhood,1127.984875,2023Q3
Sant Gervasi - la Bonanova,25,Neighbourhood,1555.84957983193,2023Q3
el Poblenou,68,Neighbourhood,1211.33376344086,2023Q3
la Marina de Port,13,Neighbourhood,867.343714285714,2023Q3
el Raval,1,Neighbourhood,1000.21445205479,2023Q3
la Bordeta,16,Neighbourhood,1335.75229357798,2023Q3
Provençals del Poblenou,71,Neighbourhood,1091.7262962963,2023Q3
Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,1288.46550617284,2023Q3
Sarrià-Sant Gervasi,5,District,1668.83932692308,2023Q3
el Carmel,37,Neighbourhood,769.733823529412,2023Q3
Vilapicina i la Torre Llobeta,44,Neighbourhood,924.548064516129,2023Q3
el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,1196.19648780488,2023Q3
Barcelona,-1,Municipality,1171.27586523394,2023Q3
el Bon Pastor,59,Neighbourhood,842.137931034483,2023Q3
Navas,63,Neighbourhood,964.549361702128,2023Q3
Metropolità de Barcelona,-1,Functional Territorial Area,980.747973106098,2023Q3
Sant Genís dels Agudells,39,Neighbourhood,863.76,2023Q3
el Guinardó,35,Neighbourhood,970.97131147541,2023Q3
Sants-Montjuïc,3,District,1027.57790499391,2023Q3
l'Antiga Esquerra de l'Eixample,8,Neighbourhood,1378.27719197708,2023Q3
la Verneda i la Pau,73,Neighbourhood,996.757768595041,2023Q3
Verdun,51,Neighbourhood,761.785531914894,2023Q3
el Fort Pienc,5,Neighbourhood,1171.80689839572,2023Q3
la Font de la Guatlla,14,Neighbourhood,1049.6375,2023Q3
la Vila Olímpica del Poblenou,67,Neighbourhood,1481.34210526316,2023Q3
la Nova Esquerra de l'Eixample,9,Neighbourhood,1207.35154054054,2023Q3
Sant Gervasi - Galvany,26,Neighbourhood,1833.55232484076,2023Q3
el Parc i la Llacuna del Poblenou,66,Neighbourhood,1220.50310810811,2023Q3
Sants,18,Neighbourhood,1033.6242364532,2023Q3
el Besòs i el Maresme,70,Neighbourhood,794.695454545454,2023Q3
el Barri Gòtic,2,Neighbourhood,1206.49154411765,2023Q3
les Corts,19,Neighbourhood,1260.58683982684,2023Q3
el Camp de l'Arpa del Clot,64,Neighbourhood,1017.81469387755,2023Q3
Can Baró,34,Neighbourhood,826.822222222222,2023Q3
Nou Barris,8,District,804.799102803738,2023Q3
el Baix Guinardó,33,Neighbourhood,1022.74290780142,2023Q3
el Turó de la Peira,46,Neighbourhood,767.66775862069,2023Q3
Ciutat Vella,1,District,1104.90691019787,2023Q3
la Sagrada Família,6,Neighbourhood,1126.81552147239,2023Q3
el Poble Sec - AEI Parc Montjuïc,11,Neighbourhood,930.568775510204,2023Q3
el Congrés i els Indians,62,Neighbourhood,982.627222222222,2023Q3
Horta-Guinardó,7,District,922.141446453408,2023Q3
les Tres Torres,24,Neighbourhood,2246.59136986301,2023Q3
la Guineueta,48,Neighbourhood,816.715,2023Q3
la Maternitat i Sant Ramon,20,Neighbourhood,1251.41526315789,2023Q3
la Trinitat Nova,53,Neighbourhood,653.730714285714,2023Q3
Sant Andreu,60,Neighbourhood,944.992596153846,2023Q3
la Barceloneta,3,Neighbourhood,980.334042553191,2023Q3
Eixample,2,District,1292.65424,2023Q3
Gràcia,6,District,1149.39209176788,2023Q3
"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,1229.13554945055,2023Q3
la Trinitat Vella,57,Neighbourhood,708.786363636364,2023Q3
la Vall d'Hebron,41,Neighbourhood,943.214285714286,2023Q3
Sants - Badal,17,Neighbourhood,983.773275862069,2023Q3
el Putxet i el Farró,27,Neighbourhood,1284.94829896907,2023Q3
la Teixonera,38,Neighbourhood,889.125,2023Q3
el Coll,29,Neighbourhood,918.7878125,2023Q3
Sant Martí de Provençals,72,Neighbourhood,997.658018867925,2023Q3
Pedralbes,21,Neighbourhood,2174.29911111111,2023Q3
les Roquetes,50,Neighbourhood,746.97,2023Q3
Porta,45,Neighbourhood,842.065643564356,2023Q3
Sarrià,23,Neighbourhood,1641.53875,2023Q3
Sant Andreu,9,District,940.706118067978,2023Q3
Montbau,40,Neighbourhood,880.867037037037,2023Q3
la Salut,30,Neighbourhood,1118.29553571429,2023Q3
Sant Martí,10,District,1138.05879104478,2023Q3
la Vila de Gràcia,31,Neighbourhood,1152.75736413043,2023Q3
"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,1443.91666666667,2023Q3
Catalunya,-1,Autonomous Community,848.390882371837,2023Q3
la Dreta de l'Eixample,7,Neighbourhood,1588.39748051948,2023Q3
Ciutat Meridiana,55,Neighbourhood,624.848947368421,2023Q3
Hostafrancs,15,Neighbourhood,1023.10344827586,2023Q3
Horta,43,Neighbourhood,894.405,2023Q3
Sant Antoni,10,Neighbourhood,1154.98104651163,2023Q3
Ciutat Vella,1,District,1108.02668376068,2023Q4
la Trinitat Nova,53,Neighbourhood,696.363636363636,2023Q4
Eixample,2,District,1323.42645809414,2023Q4
Pedralbes,21,Neighbourhood,2078.57853658537,2023Q4
Nou Barris,8,District,832.662083333333,2023Q4
el Poblenou,68,Neighbourhood,1234.349,2023Q4
la Nova Esquerra de l'Eixample,9,Neighbourhood,1200.15219298246,2023Q4
Sarrià-Sant Gervasi,5,District,1563.16254237288,2023Q4
Vallcarca i els Penitents,28,Neighbourhood,1189.24818181818,2023Q4
Metropolità de Barcelona,-1,Functional Territorial Area,993.15112584894,2023Q4
les Tres Torres,24,Neighbourhood,1926.95742857143,2023Q4
Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,1319.46902439024,2023Q4
la Teixonera,38,Neighbourhood,881.748870967742,2023Q4
Montbau,40,Neighbourhood,950.029411764706,2023Q4
Hostafrancs,15,Neighbourhood,957.454888888889,2023Q4
el Besòs i el Maresme,70,Neighbourhood,774.359137931035,2023Q4
la Vila de Gràcia,31,Neighbourhood,1148.11556122449,2023Q4
la Salut,30,Neighbourhood,1187.30958823529,2023Q4
Canyelles,49,Neighbourhood,897.083333333333,2023Q4
Horta,43,Neighbourhood,961.464146341463,2023Q4
"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,1201.15141104294,2023Q4
la Dreta de l'Eixample,7,Neighbourhood,1608.08471264368,2023Q4
Sant Andreu,60,Neighbourhood,956.078611111111,2023Q4
Catalunya,-1,Autonomous Community,854.12187340107,2023Q4
el Camp de l'Arpa del Clot,64,Neighbourhood,1010.46760869565,2023Q4
el Bon Pastor,59,Neighbourhood,839.269607843137,2023Q4
les Corts,19,Neighbourhood,1285.72013824885,2023Q4
la Barceloneta,3,Neighbourhood,1002.4525,2023Q4
el Raval,1,Neighbourhood,997.283149606299,2023Q4
la Maternitat i Sant Ramon,20,Neighbourhood,1277.73634408602,2023Q4
Barcelona,-1,Municipality,1178.04978923925,2023Q4
el Turó de la Peira,46,Neighbourhood,811.358909090909,2023Q4
Sant Gervasi - la Bonanova,25,Neighbourhood,1478.6645751634,2023Q4
el Baix Guinardó,33,Neighbourhood,1020.91657142857,2023Q4
Ciutat Meridiana,55,Neighbourhood,627.942857142857,2023Q4
Les Corts,4,District,1376.21786324786,2023Q4
el Congrés i els Indians,62,Neighbourhood,966.223555555556,2023Q4
la Marina del Prat Vermell - AEI Zona Franca,12,Neighbourhood,1603.18181818182,2023Q4
Sants - Badal,17,Neighbourhood,1074.5674796748,2023Q4
Navas,63,Neighbourhood,1056.1,2023Q4
la Font de la Guatlla,14,Neighbourhood,1123.87808510638,2023Q4
"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,1383.35714285714,2023Q4
Sant Antoni,10,Neighbourhood,1201.52296296296,2023Q4
el Barri Gòtic,2,Neighbourhood,1266.98689655172,2023Q4
Sant Andreu,9,District,958.704564007421,2023Q4
Vilapicina i la Torre Llobeta,44,Neighbourhood,934.366851851852,2023Q4
Verdun,51,Neighbourhood,829.982631578947,2023Q4
el Poble Sec - AEI Parc Montjuïc,11,Neighbourhood,988.079052631579,2023Q4
el Coll,29,Neighbourhood,908.468085106383,2023Q4
l'Antiga Esquerra de l'Eixample,8,Neighbourhood,1422.32561403509,2023Q4
la Bordeta,16,Neighbourhood,1191.27635514019,2023Q4
la Prosperitat,52,Neighbourhood,795.183037974684,2023Q4
Sant Martí de Provençals,72,Neighbourhood,1017.03553191489,2023Q4
la Verneda i la Pau,73,Neighbourhood,1002.72878378378,2023Q4
la Sagrada Família,6,Neighbourhood,1185.54083333333,2023Q4
la Font d'en Fargues,36,Neighbourhood,1126.1853125,2023Q4
el Clot,65,Neighbourhood,1105.33959016393,2023Q4
Provençals del Poblenou,71,Neighbourhood,1152.17352112676,2023Q4
Sant Gervasi - Galvany,26,Neighbourhood,1677.03504297994,2023Q4
Sants,18,Neighbourhood,1064.76448,2023Q4
el Parc i la Llacuna del Poblenou,66,Neighbourhood,1328.71648148148,2023Q4
les Roquetes,50,Neighbourhood,789.0315,2023Q4
el Guinardó,35,Neighbourhood,1030.48490196078,2023Q4
el Fort Pienc,5,Neighbourhood,1205.99065934066,2023Q4
el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,1159.6419047619,2023Q4
Horta-Guinardó,7,District,960.56260756193,2023Q4
la Vall d'Hebron,41,Neighbourhood,1031.77090909091,2023Q4
Porta,45,Neighbourhood,855.083434343434,2023Q4
el Carmel,37,Neighbourhood,814.3975,2023Q4
Sarrià,23,Neighbourhood,1593.12527777778,2023Q4
la Guineueta,48,Neighbourhood,851.489130434783,2023Q4
Sant Genís dels Agudells,39,Neighbourhood,816.241612903226,2023Q4
Sant Martí,10,District,1124.02908141962,2023Q4
Sants-Montjuïc,3,District,1066.74243458476,2023Q4
Can Baró,34,Neighbourhood,943.60641025641,2023Q4
la Trinitat Vella,57,Neighbourhood,770.333939393939,2023Q4
la Sagrera,61,Neighbourhood,1013.25841121495,2023Q4
el Putxet i el Farró,27,Neighbourhood,1310.46948598131,2023Q4
la Vila Olímpica del Poblenou,67,Neighbourhood,1471.58974358974,2023Q4
la Marina de Port,13,Neighbourhood,996.7776,2023Q4
Gràcia,6,District,1143.5341515528,2023Q4
la Font de la Guatlla,14,Neighbourhood,1021.01219512195,2024Q1
la Dreta de l'Eixample,7,Neighbourhood,1633.48132625995,2024Q1
Sants - Badal,17,Neighbourhood,966.780663900415,2024Q1
les Tres Torres,24,Neighbourhood,2048.53591025641,2024Q1
la Trinitat Nova,53,Neighbourhood,747.260689655172,2024Q1
Ciutat Vella,1,District,1128.83848761408,2024Q1
Sants,18,Neighbourhood,1008.79535059331,2024Q1
el Besòs i el Maresme,70,Neighbourhood,841.678293838862,2024Q1
les Roquetes,50,Neighbourhood,819.491525423729,2024Q1
Ciutat Vella,1,District,1063.54721392405,2024Q1
Sant Martí de Provençals,72,Neighbourhood,1028.01733944954,2024Q1
"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,1487.42621212121,2024Q1
"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,1130.5597412481,2024Q1
Hostafrancs,15,Neighbourhood,982.450416666667,2024Q1
la Marina de Port,13,Neighbourhood,843.335053003534,2024Q1
Can Peguera,47,Neighbourhood,545.62,2024Q1
Eixample,2,District,1349.88337374802,2024Q1
Montbau,40,Neighbourhood,957.774516129032,2024Q1
el Putxet i el Farró,27,Neighbourhood,1331.20675,2024Q1
el Congrés i els Indians,62,Neighbourhood,970.508490566038,2024Q1
la Vall d'Hebron,41,Neighbourhood,1030.93028571429,2024Q1
Provençals del Poblenou,71,Neighbourhood,1141.46793103448,2024Q1
les Tres Torres,24,Neighbourhood,2067.17075,2024Q1
la Prosperitat,52,Neighbourhood,837.386494845361,2024Q1
la Salut,30,Neighbourhood,1151.38228571429,2024Q1
Horta,43,Neighbourhood,1002.47808333333,2024Q1
el Barri Gòtic,2,Neighbourhood,1270.72275362319,2024Q1
la Trinitat Vella,57,Neighbourhood,723.96,2024Q1
Sant Genís dels Agudells,39,Neighbourhood,798.631554054054,2024Q1
la Font d'en Fargues,36,Neighbourhood,1088.77019417476,2024Q1
Navas,63,Neighbourhood,989.810123076924,2024Q1
el Guinardó,35,Neighbourhood,974.208582677166,2024Q1
Sant Andreu,9,District,919.899212007504,2024Q1
la Sagrera,61,Neighbourhood,1009.7833269962,2024Q1
Barcelona,-1,Municipality,1147.22212041455,2024Q1
Baró de Viver,58,Neighbourhood,524.2975,2024Q1
Torre Baró,54,Neighbourhood,417.458571428571,2024Q1
la Verneda i la Pau,73,Neighbourhood,1001.28739583333,2024Q1
el Guinardó,35,Neighbourhood,1023.09384210526,2024Q1
Pedralbes,21,Neighbourhood,2118.67632653061,2024Q1
"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,1337.84375,2024Q1
el Raval,1,Neighbourhood,1046.35121468927,2024Q1
la Vila de Gràcia,31,Neighbourhood,1197.68573737374,2024Q1
la Vall d'Hebron,41,Neighbourhood,1030.87164705882,2024Q1
el Bon Pastor,59,Neighbourhood,679.197246376812,2024Q1
el Coll,29,Neighbourhood,1011.39473684211,2024Q1
la Nova Esquerra de l'Eixample,9,Neighbourhood,1286.82471204188,2024Q1
Nou Barris,8,District,796.222139598541,2024Q1
la Trinitat Nova,53,Neighbourhood,712.533258426966,2024Q1
la Salut,30,Neighbourhood,1220.03267605634,2024Q1
la Sagrera,61,Neighbourhood,1016.51574324324,2024Q1
la Vila de Gràcia,31,Neighbourhood,1155.68765044814,2024Q1
Porta,45,Neighbourhood,836.417594594595,2024Q1
el Camp de l'Arpa del Clot,64,Neighbourhood,1021.69972850679,2024Q1
Sants-Montjuïc,3,District,981.338815716657,2024Q1
Horta-Guinardó,7,District,973.216105651106,2024Q1
la Font de la Guatlla,14,Neighbourhood,1081.20833333333,2024Q1
la Teixonera,38,Neighbourhood,864.146720430107,2024Q1
Canyelles,49,Neighbourhood,1006.66666666667,2024Q1
el Poblenou,68,Neighbourhood,1307.21609756098,2024Q1
Horta,43,Neighbourhood,915.205073891625,2024Q1
Sant Gervasi - la Bonanova,25,Neighbourhood,1660.1743452381,2024Q1
el Turó de la Peira,46,Neighbourhood,830.822692307692,2024Q1
la Prosperitat,52,Neighbourhood,791.608277945619,2024Q1
l'Antiga Esquerra de l'Eixample,8,Neighbourhood,1367.98889984825,2024Q1
Sant Gervasi - Galvany,26,Neighbourhood,1739.51412851406,2024Q1
Sant Gervasi - la Bonanova,25,Neighbourhood,1667.28217241379,2024Q1
la Sagrada Família,6,Neighbourhood,1196.99668656716,2024Q1
Torre Baró,54,Neighbourhood,452.652307692308,2024Q1
Sant Andreu,60,Neighbourhood,923.523075898802,2024Q1
la Nova Esquerra de l'Eixample,9,Neighbourhood,1217.85891768293,2024Q1
Les Corts,4,District,1388.18900262467,2024Q1
el Poble Sec - AEI Parc Montjuïc,11,Neighbourhood,959.22483953787,2024Q1
la Marina del Prat Vermell - AEI Zona Franca,12,Neighbourhood,751.57355140187,2024Q1
Metropolità de Barcelona,-1,Functional Territorial Area,979.16958914811,2024Q1
Barcelona,-1,Municipality,1193.4115449827,2024Q1
Gràcia,6,District,1201.13449306297,2024Q1
Ciutat Meridiana,55,Neighbourhood,628.186627906977,2024Q1
Sant Antoni,10,Neighbourhood,1131.88901796407,2024Q1
Sants - Badal,17,Neighbourhood,989.4405,2024Q1
Eixample,2,District,1285.41704361371,2024Q1
el Poble Sec - AEI Parc Montjuïc,11,Neighbourhood,1028.56977578475,2024Q1
la Clota,42,Neighbourhood,1036.60555555556,2024Q1
el Congrés i els Indians,62,Neighbourhood,945.320100502513,2024Q1
Nou Barris,8,District,829.638837920489,2024Q1
el Fort Pienc,5,Neighbourhood,1178.26793548387,2024Q1
Sants-Montjuïc,3,District,1026.45774952919,2024Q1
la Marina de Port,13,Neighbourhood,1010.33885714286,2024Q1
el Coll,29,Neighbourhood,903.910714285714,2024Q1
la Dreta de l'Eixample,7,Neighbourhood,1572.84871212121,2024Q1
Sant Martí,10,District,1098.80684604716,2024Q1
la Sagrada Família,6,Neighbourhood,1139.79026155187,2024Q1
Sarrià,23,Neighbourhood,1622.44594594595,2024Q1
la Barceloneta,3,Neighbourhood,1112.39644067797,2024Q1
el Camp de l'Arpa del Clot,64,Neighbourhood,982.723963963964,2024Q1
Montbau,40,Neighbourhood,905.730086956521,2024Q1
Ciutat Meridiana,55,Neighbourhood,620.164782608696,2024Q1
la Font d'en Fargues,36,Neighbourhood,1126.13793103448,2024Q1
Porta,45,Neighbourhood,860.233238095238,2024Q1
Sarrià,23,Neighbourhood,1563.98482439926,2024Q1
les Corts,19,Neighbourhood,1321.84516129032,2024Q1
el Putxet i el Farró,27,Neighbourhood,1279.47423028786,2024Q1
